站點代碼,站點名稱,行政區,站點類型,緯度(Latitude),經度(Longitude),位置與周邊地標,提供車款,租借方式,費率與優惠,營運狀態,網站小卡文案簡介,特色標籤,Google地圖連結
MOOVO-YL-093,國立西螺高級農工職業學校,西螺鎮,學校文教,23.792345,120.461234,大同路4號（西螺農工校門）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,西螺鎮重要MOOVO租借點，位於國立西螺高級農工職業學校，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.792345,120.461234"
MOOVO-YL-094,西螺國中,西螺鎮,學校文教,23.794512,120.465678,興農西路西螺國中大門,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,西螺鎮重要MOOVO租借點，位於西螺國中，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.794512,120.465678"
MOOVO-YL-095,文昌國小,西螺鎮,學校文教,23.800123,120.458912,文昌路文昌國小校門口,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,西螺鎮重要MOOVO租借點，位於文昌國小，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.800123,120.458912"
MOOVO-YL-096,丸莊醬油觀光工廠,西螺鎮,觀光休閒,23.801891,120.460543,延平路丸莊醬油博物館前,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,西螺鎮重要MOOVO租借點，位於丸莊醬油觀光工廠，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.801891,120.460543"
MOOVO-YL-097,西螺吳厝朝興宮,西螺鎮,宗教社區,23.753891,120.436123,吳厝里朝興宮前廣場,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,西螺鎮重要MOOVO租借點，位於西螺吳厝朝興宮，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.753891,120.436123"
MOOVO-YL-098,北港武德宮(五路財神祖廟),北港鎮,宗教社區,23.585412,120.306123,華勝路330號（武德宮大門廣場旁）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,北港鎮重要MOOVO租借點，位於北港武德宮(五路財神祖廟)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.585412,120.306123"
MOOVO-YL-099,北港朝天宮 / 廟前商圈,北港鎮,宗教社區,23.567812,120.303891,中山路朝天宮老街入口旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,北港鎮重要MOOVO租借點，位於北港朝天宮 / 廟前商圈，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.567812,120.303891"
MOOVO-YL-100,北港觀光大橋 / 遊客中心,北港鎮,觀光休閒,23.565891,120.305432,中山路底觀光大橋引道旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,北港鎮重要MOOVO租借點，位於北港觀光大橋 / 遊客中心，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.565891,120.305432"
MOOVO-YL-101,水道頭文化園區,北港鎮,觀光休閒,23.564512,120.306781,民生路十角水塔旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,北港鎮重要MOOVO租借點，位於水道頭文化園區，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.564512,120.306781"
MOOVO-YL-102,北港文化中心 / 運動公園,北港鎮,學校文教,23.573412,120.298765,公園路66號（文化中心前庭）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,北港鎮重要MOOVO租借點，位於北港文化中心 / 運動公園，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.573412,120.298765"
MOOVO-YL-103,中國醫藥大學北港附設醫院(媽祖醫院),北港鎮,機關醫療,23.578912,120.301234,新德路123號（媽祖醫院大門）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,北港鎮重要MOOVO租借點，位於中國醫藥大學北港附設醫院(媽祖醫院)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.578912,120.301234"
MOOVO-YL-104,北港鎮公所,北港鎮,機關醫療,23.575612,120.307891,華勝路136號（公所廣場）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,北港鎮重要MOOVO租借點，位於北港鎮公所，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.575612,120.307891"
MOOVO-YL-105,國立北港高級中學,北港鎮,學校文教,23.571234,120.301234,成功路1號（北港高中校門口）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,北港鎮重要MOOVO租借點，位於國立北港高級中學，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.571234,120.301234"
MOOVO-YL-106,國立北港高級農工職業學校,北港鎮,學校文教,23.578123,120.308912,太平路80號（北港農工前）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,北港鎮重要MOOVO租借點，位於國立北港高級農工職業學校，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.578123,120.308912"
MOOVO-YL-107,北港糖廠文創園區,北港鎮,觀光休閒,23.569812,120.295678,光復路北港糖廠大門旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,北港鎮重要MOOVO租借點，位於北港糖廠文創園區，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.569812,120.295678"
MOOVO-YL-108,土庫順天宮(塗褲媽),土庫鎮,宗教社區,23.693124,120.362145,中正路109號（順天宮媽祖廟前）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,土庫鎮重要MOOVO租借點，位於土庫順天宮(塗褲媽)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,土庫鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.693124,120.362145"
MOOVO-YL-109,土庫鎮公所 / 圖書館,土庫鎮,機關醫療,23.690876,120.360123,石廟里中正路1號（公所大門旁）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,土庫鎮重要MOOVO租借點，位於土庫鎮公所 / 圖書館，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,土庫鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.690876,120.360123"
MOOVO-YL-110,土庫故事屋,土庫鎮,觀光休閒,23.692456,120.361876,成功路土庫故事屋前,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,土庫鎮重要MOOVO租借點，位於土庫故事屋，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,土庫鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.692456,120.361876"
MOOVO-YL-111,土庫國中(印度櫻花大道),土庫鎮,學校文教,23.676543,120.323412,馬光路土庫國中旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,土庫鎮重要MOOVO租借點，位於土庫國中(印度櫻花大道)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,土庫鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.676543,120.323412"
MOOVO-YL-112,馬光順安宮,土庫鎮,宗教社區,23.676123,120.322891,馬光路馬光順安宮前,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,土庫鎮重要MOOVO租借點，位於馬光順安宮，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,土庫鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.676123,120.322891"
MOOVO-YL-113,口湖遊客中心,口湖鄉,觀光休閒,23.582145,120.174321,光明路163號（口湖遊客中心停車場）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,口湖鄉重要MOOVO租借點，位於口湖遊客中心，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,口湖鄉,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.582145,120.174321"
MOOVO-YL-114,椬梧滯洪池(小日月潭),口湖鄉,觀光休閒,23.568765,120.165432,椬梧滯洪池景觀環湖步道起點,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,口湖鄉重要MOOVO租借點，位於椬梧滯洪池(小日月潭)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,口湖鄉,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.568765,120.165432"
MOOVO-YL-115,口湖鄉公所 / 圖書館,口湖鄉,機關醫療,23.582145,120.187654,口湖路200號（公所廣場）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,口湖鄉重要MOOVO租借點，位於口湖鄉公所 / 圖書館，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,口湖鄉,機關醫療","https://www.google.com/maps/search/?api=1&query=23.582145,120.187654"
MOOVO-YL-116,金湖萬善爺廟 / 箔仔寮,口湖鄉,宗教社區,23.608912,120.156781,港東村萬善爺廟前廣場,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,口湖鄉重要MOOVO租借點，位於金湖萬善爺廟 / 箔仔寮，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,口湖鄉,宗教社區","https://www.google.com/maps/search/?api=1&query=23.608912,120.156781"
MOOVO-YL-117,顏思齊故事館 / 水林公所,水林鄉,學校文教,23.571432,120.245678,水林路顏思齊開台故事館旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,水林鄉重要MOOVO租借點，位於顏思齊故事館 / 水林公所，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,水林鄉,學校文教","https://www.google.com/maps/search/?api=1&query=23.571432,120.245678"
MOOVO-YL-118,水林通天府,水林鄉,宗教社區,23.568912,120.248123,水北村水林路通天府前廣場,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,水林鄉重要MOOVO租借點，位於水林通天府，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,水林鄉,宗教社區","https://www.google.com/maps/search/?api=1&query=23.568912,120.248123"
MOOVO-YL-119,蕃薯厝順天宮(蕃薯寮媽),水林鄉,宗教社區,23.551234,120.261234,蕃薯村順天宮廟埕,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,水林鄉重要MOOVO租借點，位於蕃薯厝順天宮(蕃薯寮媽)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,水林鄉,宗教社區","https://www.google.com/maps/search/?api=1&query=23.551234,120.261234"
MOOVO-YL-120,古坑綠色隧道公園(正門),古坑鄉,觀光休閒,23.662145,120.548971,湳仔綠色隧道公園正門入口,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,古坑鄉重要MOOVO租借點，位於古坑綠色隧道公園(正門)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,古坑鄉,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.662145,120.548971"
MOOVO-YL-121,古坑綠色隧道公園(驛站),古坑鄉,觀光休閒,23.660123,120.546781,綠色隧道鐵道市集旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,古坑鄉重要MOOVO租借點，位於古坑綠色隧道公園(驛站)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,古坑鄉,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.660123,120.546781"
MOOVO-YL-122,古坑鄉公所 / 圖書館,古坑鄉,機關醫療,23.644123,120.562345,中山路180號（公所前廣場）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,古坑鄉重要MOOVO租借點，位於古坑鄉公所 / 圖書館，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,古坑鄉,機關醫療","https://www.google.com/maps/search/?api=1&query=23.644123,120.562345"
MOOVO-YL-123,劍湖山世界主題樂園(山腳接駁),古坑鄉,觀光休閒,23.618912,120.571234,光興路劍湖山山腳接駁處,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,古坑鄉重要MOOVO租借點，位於劍湖山世界主題樂園(山腳接駁)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,古坑鄉,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.618912,120.571234"
